1,МТС,0,Mobile
2,A1,0,Mobile
3,life,0,Mobile
4,Beltelecom,0,Internet
5,CosmosTv,0,Internet
6,IPTelecom,0,Internet
8,FlyNet,0,Internet
9,Газоснабжение,0,communal
10,Водоканал и канализация,0,communal
11,За распределение и доставку природного газа,0,communal
12,Вывоз ВПТ,0,communal
13,Энергоснабжение,0,communal
14,Благотворительность,0,charity
